full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Mohamed Amine Ben Amor,27,World Cup,2018,Midfielder,Tunisia,16,16,0,Tunisia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,16
Saber Khalifa,33,World Cup,2018,Forward,Tunisia,5,5,0,Tunisia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,15
Yohan Benalouane,32,World Cup,2018,Defender,Tunisia,49,0,49,Tunisia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3.67,25,49,0,0,0,-1,-1,-1,6
Oussama Haddadi,28,World Cup,2018,Defender,Tunisia,90,0,90,Tunisia,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,90,90,0,90,0,-1,-1,-1,13
Rami Bedoui,30,World Cup,2018,Defender,Tunisia,90,0,90,Tunisia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,12
Saif-Eddine Khaoui,24,World Cup,2018,Midfielder,Tunisia,90,0,90,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,23,90,0,0,0,-1,-1,-1,11
Ahmed Khalil,25,World Cup,2018,Midfielder,Tunisia,13,0,13,Tunisia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,10
Aymen Mathlouthi,35,World Cup,2018,Goalkeeper,Tunisia,90,0,90,Tunisia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,9
Bassem Srarfi,22,World Cup,2018,Midfielder,Tunisia,1,0,1,Tunisia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,8
Ghilane Chalali,26,World Cup,2018,Midfielder,Tunisia,90,0,90,Tunisia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,90,90,90,0,1,-1,-1,-1,7
Hamdi Nagguez,27,World Cup,2018,Defender,Tunisia,156,0,156,Tunisia,2,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0.58,0.58,0,0,0,0,1.73,52,78,0,156,0,-1,-1,-1,23
Jordan Pickford,26,World Cup,2018,Goalkeeper,England,630,180,450,England,7,2,5,0,0,0,0,0,0,0,0,1,0,1,6,2,4,0,0,0,0,0,0,0,0,0.86,105,90,0,0,0,87,83,35,7
Ashley Young,34,World Cup,2018,Midfielder,England,462,90,372,England,5,1,4,0,0,0,1,0,1,0,0,1,0,1,4,1,3,0,0,0.19,0.19,0,0,0,0,0.78,116,92,0,462,0,86,39,-1,18
Kyle Walker,29,World Cup,2018,Defender,England,495,90,405,England,5,1,4,0,0,0,0,0,0,0,0,1,0,1,5,1,4,2,0,0,0,0,0,0,0,0.91,99,99,248,0,0.36,84,67,36,20
Kieran Trippier,29,World Cup,2018,Defender,England,520,70,450,England,6,1,5,1,0,1,1,1,0,0,0,1,0,1,4,0,4,0,0,0.35,0.17,0.17,0,0.2,520,0.69,130,87,0,520,0,50,41,18,3
Harry Maguire,27,World Cup,2018,Defender,England,584,134,450,England,7,1,5,1,0,1,1,0,1,0,0,1,0,1,6,2,4,2,0,0.31,0.15,0.15,0,0.2,584,0.92,97,83,292,584,0.31,58,46,37,4
John Stones,25,World Cup,2018,Defender,England,586,136,450,England,7,2,5,2,2,0,0,0,0,0,0,1,0,1,5,1,4,1,0,0.31,0,0.31,1.32,0,293,0.77,117,84,586,0,0.15,19,70,28,2
Jordan Henderson,29,World Cup,2018,Midfielder,England,452,90,362,England,5,1,4,0,0,0,0,0,0,0,0,1,0,1,3,1,2,1,0,0,0,0,0,0,0,0.6,151,90,452,0,0.2,83,49,-1,19
Dele Alli,23,World Cup,2018,Midfielder,England,334,0,334,England,5,0,4,1,0,1,0,0,0,0,0,1,0,1,2,0,2,0,0,0.27,0,0.27,0,0.27,334,0.54,167,67,0,0,0,31,77,-1,5
Jesse Lingard,27,World Cup,2018,Midfielder,England,467,63,404,England,6,1,4,1,1,0,1,0,1,0,0,1,0,1,3,0,3,1,0,0.39,0.19,0.19,1.43,0,467,0.58,156,78,467,467,0.19,48,38,-1,6
Harry Kane,26,World Cup,2018,Forward,England,513,63,450,England,6,1,5,6,3,3,0,0,0,3,0,1,0,1,4,0,4,0,0,1.05,0,1.05,4.29,0.6,86,0.7,128,86,0,0,0,2,72,-1,1
Raheem Sterling,25,World Cup,2018,Forward,England,456,90,366,England,6,1,5,0,0,0,1,1,0,0,0,1,0,1,4,1,3,0,0,0.2,0.2,0,0,0,0,0.79,114,76,0,456,0,82,33,-1,14
Marcus Rashford,22,World Cup,2018,Forward,England,149,90,59,England,6,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,1.21,75,25,0,0,0,-1,-1,-1,17
Ruben Loftus-Cheek,24,World Cup,2018,Midfielder,England,274,180,94,England,4,2,1,0,0,0,1,1,0,0,0,0,0,0,4,2,2,1,0,0.33,0.33,0,0,0,0,1.31,69,69,274,274,0.33,81,10,-1,16
Eric Dier,26,World Cup,2018,Midfielder,England,187,90,97,England,6,1,1,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,1.44,62,31,0,0,0,-1,-1,-1,15
Danny Rose,29,World Cup,2018,Defender,England,144,110,34,England,5,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.88,48,29,0,0,0,-1,-1,-1,8
Jamie Vardy,33,World Cup,2018,Forward,England,97,117,-20,England,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.86,49,24,0,0,0,-1,-1,-1,13
Jack Butland,27,World Cup,2018,Goalkeeper,England,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Danny Welbeck,29,World Cup,2018,Forward,England,11,11,0,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,12
Gary Cahill,34,World Cup,2018,Defender,England,90,90,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,11
Phil Jones,28,World Cup,2018,Defender,England,180,90,90,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,10
Fabian Delph,30,World Cup,2018,Midfielder,England,220,117,103,England,4,1,1,0,0,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,1.64,55,55,0,0,0,-1,-1,-1,9
Trent Alexander-Arnold,21,World Cup,2018,Defender,England,79,79,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.14,79,79,0,0,0,-1,-1,-1,21
Nick Pope,27,World Cup,2018,Goalkeeper,England,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
David Ospina Ramerez,31,World Cup,2018,Goalkeeper,Colombia,360,180,180,Colombia,4,2,2,0,0,0,0,0,0,0,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0.75,120,90,0,0,0,80,73,23,11
Oscar Fabian Murillo Murillo,31,World Cup,2018,Defender,Colombia,90,90,0,Colombia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,13
Santiago Arias Naranjo,28,World Cup,2018,Defender,Colombia,386,206,180,Colombia,4,2,2,0,0,0,0,0,0,0,0,2,0,2,3,3,0,1,0,0,0,0,0,0,0,0.7,129,97,386,0,0.23,78,69,19,18
Johan Mojica,27,World Cup,2018,Defender,Colombia,360,180,180,Colombia,4,2,2,0,0,0,0,0,0,0,0,2,0,2,3,3,0,1,0,0,0,0,0,0,0,0.75,120,90,360,0,0.25,69,76,26,17
Davinson Sanchez Mina,23,World Cup,2018,Defender,Colombia,360,180,180,Colombia,4,2,2,0,0,0,0,0,0,0,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0.75,120,90,0,0,0,77,78,24,16
Carlos Sanchez,34,World Cup,2018,Midfielder,Colombia,172,82,90,Colombia,3,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,0,0,0,0,0,0,0.52,172,57,57,0,1.57,-1,-1,-1,15
Juan Cuadrado,31,World Cup,2018,Midfielder,Colombia,301,121,180,Colombia,4,2,2,1,0,1,1,1,0,0,0,2,0,2,2,2,0,1,0,0.6,0.3,0.3,0,0.5,301,0.6,151,75,301,301,0.3,20,15,-1,3
Juan Fernando Quintero Paniagua,27,World Cup,2018,Midfielder,Colombia,310,147,163,Colombia,4,2,2,1,1,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0.87,0.58,0.29,0.61,0,310,0.58,155,78,0,155,0,23,1,-1,4
Jefferson Lerma,25,World Cup,2018,Midfielder,Colombia,176,152,24,Colombia,4,2,0,0,0,0,0,0,0,0,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,1.53,59,44,0,0,0,-1,-1,-1,14
Radamel Falcao,34,World Cup,2018,Forward,Colombia,347,180,167,Colombia,4,2,2,1,0,1,0,0,0,0,0,2,0,2,3,3,0,1,0,0.26,0,0.26,0,0.54,347,0.78,116,87,347,0,0.26,32,81,-1,2
Jose Izquierdo,27,World Cup,2018,Forward,Colombia,70,70,0,Colombia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.29,70,70,0,0,0,-1,-1,-1,12
Walmar Enrique Barrios Terain,26,World Cup,2018,Midfielder,Colombia,239,149,90,Colombia,3,1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,2,0,0,0,0,0,0,0,0.75,120,80,120,0,0.75,-1,-1,-1,5
James Rodriguez,28,World Cup,2018,Midfielder,Colombia,152,31,121,Colombia,3,0,2,0,0,0,2,0,2,0,0,2,0,2,1,1,0,1,0,1.18,1.18,0,0,0,0,0.59,152,51,152,76,0.59,-1,-1,-1,10
Carlos Bacca,33,World Cup,2018,Forward,Colombia,60,48,12,Colombia,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1.5,60,20,60,0,1.5,-1,-1,-1,9
Cristian Zapata,33,World Cup,2018,Defender,Colombia,-26,-26,0,Colombia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abel Enrique Aguilar Tapia,35,World Cup,2018,Midfielder,Colombia,32,0,32,Colombia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,-1,-1,-1,8
Camilo Andres Vargas Gil,31,World Cup,2018,Goalkeeper,Colombia,0,0,0,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yerry Fernando Mina Gonzalo,25,World Cup,2018,Defender,Colombia,270,90,180,Colombia,3,1,2,3,1,2,0,0,0,0,0,2,0,2,1,1,0,0,0,1,0,1,1,1,90,0.33,270,90,0,0,0,-1,-1,-1,1
Luis Muriel,28,World Cup,2018,Forward,Colombia,61,2,59,Colombia,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,-1,-1,-1,7
Andres Mateus Uribe Villa,28,World Cup,2018,Midfielder,Colombia,152,11,141,Colombia,3,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,-1,-1,-1,6
Farid Alfonso Diaz Rhenals,36,World Cup,2018,Defender,Colombia,0,0,0,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Miguel Angel Borja Hernandez,27,World Cup,2018,Forward,Colombia,1,0,1,Colombia,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,19
Jose Fernando Cuadrado Romero,34,World Cup,2018,Goalkeeper,Colombia,0,0,0,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Eiji Kawashima,36,World Cup,2018,Goalkeeper,Japan,360,180,180,Japan,4,2,2,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,0,1.5,60,90,360,0,0.25,76,66,62,6
Maya Yoshida,31,World Cup,2018,Defender,Japan,360,180,180,Japan,4,2,2,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,75,55,63,13
Yuto Nagatomo,33,World Cup,2018,Defender,Japan,360,180,180,Japan,4,2,2,0,0,0,1,1,0,0,0,0,0,0,6,3,3,0,0,0.25,0.25,0,0,0,0,1.5,60,90,0,360,0,74,22,64,17
Hiroki Sakai,29,World Cup,2018,Defender,Japan,360,180,180,Japan,4,2,2,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,73,56,65,16
Gen Shaji,27,World Cup,2018,Defender,Japan,270,90,180,Japan,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,1.67,54,90,0,0,0,-1,-1,-1,15
Makoto Hasebe,36,World Cup,2018,Midfielder,Japan,278,98,180,Japan,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,0,0,0,0,0,0,0,1.62,56,70,278,0,0.32,72,59,-1,14
Takashi Inui,31,World Cup,2018,Midfielder,Japan,292,112,180,Japan,4,1,2,2,1,1,1,1,0,0,0,0,0,0,5,2,3,1,0,0.92,0.31,0.62,0.8,0.5,146,1.54,58,73,292,292,0.31,10,12,-1,1
Shinji Kagawa,30,World Cup,2018,Midfielder,Japan,232,72,160,Japan,3,1,2,1,0,1,1,0,1,1,0,0,0,0,5,2,3,0,0,0.78,0.39,0.39,0,0.56,232,1.94,46,77,0,232,0,-1,-1,-1,3
Genki Haraguchi,28,World Cup,2018,Midfielder,Japan,246,75,171,Japan,3,1,2,1,0,1,0,0,0,0,0,0,0,0,5,2,3,0,0,0.37,0,0.37,0,0.53,246,1.83,49,82,0,0,0,-1,-1,-1,4
Gaku Shibasaki,27,World Cup,2018,Midfielder,Japan,341,180,161,Japan,4,2,2,0,0,0,1,0,1,0,0,0,0,0,6,3,3,1,0,0.26,0.26,0,0,0,0,1.58,57,85,341,341,0.26,71,20,-1,12
Yaya Susako,29,World Cup,2018,Forward,Japan,308,133,175,Japan,4,1,2,1,0,1,0,0,0,0,0,0,0,0,6,3,3,0,0,0.29,0,0.29,0,0.51,308,1.75,51,77,0,0,0,22,64,-1,5
Keisuke Honda,33,World Cup,2018,Midfielder,Japan,47,18,29,Japan,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.83,1.91,1.91,5,0,47,0,0,16,0,47,0,-1,-1,-1,2
Hotaru Yamaguchi,29,World Cup,2018,Midfielder,Japan,109,90,19,Japan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.83,109,36,0,0,0,-1,-1,-1,11
Shinji Okazaki,33,World Cup,2018,Forward,Japan,67,62,5,Japan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,-1,-1,10
Naomichi Ueda,25,World Cup,2018,Defender,Japan,0,0,0,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Wataru Endo,27,World Cup,2018,Defender,Japan,0,0,0,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Takashi Usami,27,World Cup,2018,Midfielder,Japan,68,68,0,Japan,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.32,68,34,0,0,0,-1,-1,-1,9
Masaaki Higashiguchi,33,World Cup,2018,Goalkeeper,Japan,0,0,0,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yoshinori Muto,27,World Cup,2018,Forward,Japan,82,82,0,Japan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.1,82,82,0,0,0,-1,-1,-1,8
Ryota Oshima,27,World Cup,2018,Midfielder,Japan,0,0,0,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tomoaki Makino,32,World Cup,2018,Defender,Japan,90,90,0,Japan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,90,90,90,0,1,-1,-1,-1,7
Gotoku Sakai,29,World Cup,2018,Defender,Japan,90,90,0,Japan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,18
Kosuke Nakamura,25,World Cup,2018,Goalkeeper,Japan,0,0,0,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Wojciech Szchesny,29,World Cup,2018,Goalkeeper,Poland,180,180,0,Poland,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2.5,36,90,0,0,0,-1,-1,-1,3
Michael Pazdan,32,World Cup,2018,Defender,Poland,170,170,0,Poland,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2.65,34,85,0,0,0,-1,-1,-1,13
Ukasz Piszczek,34,World Cup,2018,Defender,Poland,173,173,0,Poland,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2.6,35,87,0,0,0,-1,-1,-1,20
Thiago Rangel Cionek,33,World Cup,2018,Defender,Poland,90,90,0,Poland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,19
Jakub Baszczykowski,34,World Cup,2018,Midfielder,Poland,46,46,0,Poland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.96,46,46,0,0,0,-1,-1,-1,18
Maciej Rybus,30,World Cup,2018,Defender,Poland,180,180,0,Poland,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2.5,36,90,0,0,0,-1,-1,-1,17
Grzegorz Krychowiak,30,World Cup,2018,Midfielder,Poland,270,180,90,Poland,3,2,1,1,1,0,0,0,0,0,0,1,0,1,5,5,0,1,0,0.33,0,0.33,0.5,0,270,1.67,54,90,270,0,0.33,-1,-1,-1,1
Piotr Zieleski,25,World Cup,2018,Midfielder,Poland,259,180,79,Poland,3,2,1,0,0,0,0,0,0,0,0,1,0,1,5,5,0,0,0,0,0,0,0,0,0,1.74,52,86,0,0,0,-1,-1,-1,16
Kamil Grosicki,31,World Cup,2018,Forward,Poland,213,123,90,Poland,3,1,1,0,0,0,1,1,0,0,0,1,0,1,4,4,0,0,0,0.42,0.42,0,0,0,0,1.69,53,71,0,213,0,-1,-1,-1,15
Robert Lewandowski,31,World Cup,2018,Forward,Poland,270,180,90,Poland,3,2,1,0,0,0,0,0,0,0,0,1,0,1,5,5,0,0,0,0,0,0,0,0,0,1.67,54,90,0,0,0,-1,-1,-1,14
Arkadiusz Milik,26,World Cup,2018,Forward,Poland,73,73,0,Poland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2.47,37,73,0,0,0,-1,-1,-1,12
Jan Bednarek,23,World Cup,2018,Defender,Poland,224,134,90,Poland,3,1,1,1,0,1,0,0,0,0,0,1,0,1,4,4,0,1,0,0.4,0,0.4,0,1,224,1.61,56,75,224,0,0.4,-1,-1,-1,2
Dawid Kownacki,23,World Cup,2018,Forward,Poland,74,74,0,Poland,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.22,74,37,0,0,0,-1,-1,-1,11
Bartosz Bereszyaski,27,World Cup,2018,Defender,Poland,169,79,90,Poland,3,1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1.07,85,56,0,0,0,-1,-1,-1,10
Artur Jedrzejczyk,32,World Cup,2018,Defender,Poland,90,0,90,Poland,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,9
Jacek Geralski,27,World Cup,2018,Midfielder,Poland,180,90,90,Poland,2,1,1,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1,0,0,0,0,0,0,0,1.5,60,90,180,0,0.5,-1,-1,-1,8
Karol Linetty,25,World Cup,2018,Midfielder,Poland,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Bartosz Bialkowski,32,World Cup,2018,Goalkeeper,Poland,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ukasz Teodorczyk,28,World Cup,2018,Forward,Poland,29,18,11,Poland,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3.1,29,15,0,0,0,-1,-1,-1,7
Kamil Glik,32,World Cup,2018,Defender,Poland,100,10,90,Poland,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,-1,-1,-1,6
Seawomir Peszko,35,World Cup,2018,Midfielder,Poland,10,0,10,Poland,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,5
Rafael  Kurzawa,27,World Cup,2018,Midfielder,Poland,80,0,80,Poland,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1.13,1.13,0,0,0,0,0,0,80,0,80,0,-1,-1,-1,4
ukasz Fabianski,34,World Cup,2018,Goalkeeper,Poland,90,0,90,Poland,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,21
Khadim N'Diaye,34,World Cup,2018,Goalkeeper,Senegal,270,90,180,Senegal,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,-1,-1,-1,10
Kalidou Koulibaly,28,World Cup,2018,Defender,Senegal,270,90,180,Senegal,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,-1,-1,-1,12
Salif Sane,29,World Cup,2018,Midfielder,Senegal,270,90,180,Senegal,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,1.33,68,90,270,0,0.33,-1,-1,-1,17
Youssouf Sabaly,27,World Cup,2018,Defender,Senegal,254,74,180,France,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,1.06,85,85,254,0,0.35,-1,-1,-1,16
Moussa Wague,21,World Cup,2018,Defender,Senegal,196,16,180,Senegal,3,0,2,1,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0.46,0,0.46,0,0.5,196,1.38,65,65,0,0,0,-1,-1,-1,2
Alfred John Momar N'Diaye,30,World Cup,2018,Midfielder,Senegal,152,0,152,Senegal,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.18,76,76,0,0,0,-1,-1,-1,15
Idrissa Gana Gueye,30,World Cup,2018,Midfielder,Senegal,270,90,180,Senegal,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,1.33,68,90,270,0,0.33,-1,-1,-1,14
Mame Biram Diouf,32,World Cup,2018,Forward,Senegal,66,0,66,Senegal,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,-1,-1,-1,13
M'Baye Babacar Niang,25,World Cup,2018,Forward,Senegal,247,86,161,France,3,1,2,1,0,1,1,0,1,0,0,0,0,0,3,1,2,2,0,0.73,0.36,0.36,0,0.56,247,1.09,82,82,124,247,0.73,-1,-1,-1,3
Sadio Mane,27,World Cup,2018,Forward,Senegal,270,90,180,Senegal,3,1,2,1,0,1,0,0,0,0,0,0,0,0,4,1,3,0,0,0.33,0,0.33,0,0.5,270,1.33,68,90,0,0,0,-1,-1,-1,1
Ismala Sarr,22,World Cup,2018,Midfielder,Senegal,270,90,180,Senegal,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,-1,-1,-1,11
Cheikh N'Doye,33,World Cup,2018,Midfielder,Senegal,37,0,37,Senegal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2.43,37,19,37,0,2.43,-1,-1,-1,4
Moussa Konata,26,World Cup,2018,Forward,Senegal,25,10,15,Senegal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.6,25,13,0,0,0,-1,-1,-1,9
Cheikhou Kouyatac,30,World Cup,2018,Midfielder,Senegal,118,90,28,Senegal,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.53,59,39,0,0,0,-1,-1,-1,8
Abdoulaye Diallo,27,World Cup,2018,Goalkeeper,Senegal,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
